customer_id,first_name,age,email,country,estado_civil,nivel_de_educacion
1395.0,Morgan,46.0,,,Viudo/a,Secundaria
1396.0,Quinn,51.0,user1396@example.com,UK,Viudo/a,Postgrado
1397.0,Morgan,50.0,user1397@example.com,USA,Soltero/a,Secundaria
1398.0,Alex,58.0,user1398@example.com,Mexico,Viudo/a,Secundaria
1399.0,Quinn,58.0,user1399@example.com,France,Soltero/a,Postgrado
1400.0,Taylor,40.0,user1400@example.com,UK,Soltero/a,Secundaria
1401.0,Robin,24.0,user1401@example.com,Australia,Casado/a,Universitario
1402.0,Skyler,,user1402@example.com,,Viudo/a,Postgrado
1403.0,River,49.0,user1403@example.com,Australia,Viudo/a,Universitario
1404.0,River,48.0,user1404@example.com,Mexico,Casado/a,Postgrado
,Skyler,35.0,user1405@example.com,France,Casado/a,Secundaria
1406.0,Dakota,60.0,user1406@example.com,Japan,Casado/a,Universitario
1407.0,Alex,24.0,user1407@example.com,UK,Divorciado/a,Universitario
1408.0,Morgan,58.0,,USA,Viudo/a,Primaria
1409.0,Taylor,18.0,,UK,Soltero/a,Universitario
1410.0,Casey,31.0,user1410@example.com,Spain,Soltero/a,Universitario
1411.0,Quinn,69.0,user1411@example.com,USA,Soltero/a,Secundaria
1412.0,Alex,49.0,user1412@example.com,Japan,Viudo/a,Universitario
1413.0,Quinn,23.0,user1413@example.com,Japan,Divorciado/a,Universitario
1414.0,Taylor,56.0,user1414@example.com,Italy,Viudo/a,
1415.0,Jordan,27.0,user1415@example.com,USA,Viudo/a,Secundaria
1416.0,,24.0,user1416@example.com,Canada,Viudo/a,
1417.0,Alex,43.0,user1417@example.com,France,Viudo/a,Secundaria
1418.0,Robin,51.0,user1418@example.com,Canada,Viudo/a,Universitario
1419.0,Taylor,47.0,user1419@example.com,Japan,Divorciado/a,Postgrado
1420.0,Taylor,53.0,user1420@example.com,USA,Casado/a,Secundaria
1421.0,Skyler,38.0,user1421@example.com,Italy,Soltero/a,Secundaria
1422.0,Robin,34.0,user1422@example.com,UK,Viudo/a,Postgrado
1423.0,Morgan,50.0,user1423@example.com,UK,Viudo/a,Primaria
,Morgan,27.0,user1424@example.com,UK,Viudo/a,Universitario
1425.0,Casey,68.0,user1425@example.com,Italy,Soltero/a,Primaria
1426.0,River,64.0,user1426@example.com,Mexico,Divorciado/a,Universitario
1427.0,Jordan,,user1427@example.com,USA,Soltero/a,Universitario
1428.0,Morgan,68.0,user1428@example.com,Canada,Divorciado/a,Primaria
1429.0,Robin,29.0,user1429@example.com,France,Casado/a,Primaria
1430.0,Taylor,33.0,user1430@example.com,Japan,Viudo/a,Universitario
1431.0,Morgan,58.0,user1431@example.com,France,Divorciado/a,Postgrado
1432.0,,49.0,user1432@example.com,Japan,Soltero/a,Postgrado
1433.0,Morgan,32.0,user1433@example.com,USA,Divorciado/a,Primaria
1434.0,Jordan,44.0,user1434@example.com,USA,Divorciado/a,Primaria
1435.0,Quinn,45.0,user1435@example.com,Australia,Casado/a,Secundaria
1436.0,Morgan,34.0,user1436@example.com,Canada,Viudo/a,Postgrado
1437.0,Robin,63.0,user1437@example.com,Spain,Viudo/a,Postgrado
1438.0,Morgan,67.0,user1438@example.com,Japan,Soltero/a,Universitario
1439.0,River,19.0,user1439@example.com,Germany,Soltero/a,Secundaria
1440.0,Jordan,53.0,user1440@example.com,Spain,Casado/a,Universitario
1441.0,Robin,67.0,user1441@example.com,UK,Divorciado/a,Secundaria
1442.0,Skyler,24.0,,France,Divorciado/a,Postgrado
,Robin,30.0,user1443@example.com,USA,Soltero/a,Universitario
1444.0,River,32.0,user1444@example.com,Germany,Viudo/a,Secundaria
1445.0,Quinn,42.0,user1445@example.com,Japan,Divorciado/a,
1446.0,Jordan,40.0,user1446@example.com,Mexico,Casado/a,Secundaria
1447.0,Skyler,39.0,user1447@example.com,Japan,Soltero/a,Primaria
1448.0,River,43.0,user1448@example.com,France,Divorciado/a,Universitario
1449.0,River,50.0,user1449@example.com,Japan,Viudo/a,Primaria
1450.0,Alex,28.0,user1450@example.com,Japan,Viudo/a,Secundaria
1451.0,Jordan,27.0,user1451@example.com,Italy,Casado/a,Universitario
1452.0,Robin,42.0,user1452@example.com,Canada,Casado/a,Secundaria
1453.0,Taylor,54.0,user1453@example.com,Spain,Soltero/a,Secundaria
1454.0,Quinn,65.0,user1454@example.com,Mexico,Soltero/a,Primaria
1455.0,Taylor,60.0,user1455@example.com,USA,Viudo/a,Universitario
,Robin,,user1456@example.com,Japan,Viudo/a,Postgrado
1457.0,Robin,58.0,user1457@example.com,Mexico,Divorciado/a,Secundaria
1458.0,Jordan,62.0,user1458@example.com,Australia,Divorciado/a,Primaria
,Robin,41.0,user1459@example.com,Japan,Divorciado/a,Postgrado
1460.0,Alex,57.0,user1460@example.com,Italy,Casado/a,Primaria
1461.0,Skyler,63.0,user1461@example.com,Italy,Casado/a,Primaria
1462.0,Robin,50.0,user1462@example.com,Germany,Divorciado/a,Primaria
1463.0,Taylor,34.0,user1463@example.com,,Viudo/a,Secundaria
1464.0,Robin,41.0,user1464@example.com,France,,Postgrado
1465.0,Alex,54.0,user1465@example.com,,Casado/a,Secundaria
1466.0,Morgan,19.0,user1466@example.com,Australia,,
1467.0,,,user1467@example.com,France,Divorciado/a,Universitario
1468.0,River,41.0,,France,Soltero/a,Postgrado
1469.0,Quinn,26.0,user1469@example.com,Germany,Casado/a,Universitario
1470.0,Casey,21.0,,Italy,Soltero/a,Primaria
1471.0,Skyler,34.0,user1471@example.com,Canada,,Postgrado
1472.0,Dakota,34.0,user1472@example.com,Mexico,Soltero/a,Postgrado
1473.0,River,67.0,user1473@example.com,USA,Soltero/a,Secundaria
1474.0,Quinn,,user1474@example.com,Canada,Casado/a,Primaria
1475.0,Morgan,47.0,user1475@example.com,Canada,Soltero/a,Secundaria
1476.0,Taylor,57.0,user1476@example.com,UK,Viudo/a,Universitario
1477.0,Dakota,28.0,user1477@example.com,UK,Casado/a,Primaria
1478.0,Quinn,38.0,user1478@example.com,Canada,Casado/a,Secundaria
1479.0,Quinn,38.0,user1479@example.com,,Viudo/a,Secundaria
1480.0,River,35.0,user1480@example.com,France,Soltero/a,Secundaria
1481.0,Dakota,46.0,user1481@example.com,,Viudo/a,Primaria
1482.0,Jordan,,,France,Casado/a,Universitario
1483.0,Casey,27.0,user1483@example.com,France,Viudo/a,Postgrado
1484.0,Jordan,62.0,user1484@example.com,France,Soltero/a,Secundaria
1485.0,Dakota,34.0,user1485@example.com,Mexico,Viudo/a,Primaria
,Jordan,35.0,user1486@example.com,Mexico,Casado/a,Postgrado
1487.0,Alex,59.0,user1487@example.com,Germany,Soltero/a,Secundaria
1488.0,Morgan,65.0,user1488@example.com,Spain,Casado/a,Primaria
1489.0,,37.0,user1489@example.com,Canada,Casado/a,Universitario
1490.0,Robin,54.0,user1490@example.com,Japan,Divorciado/a,Secundaria
1491.0,Jordan,62.0,user1491@example.com,Germany,Casado/a,Primaria
1492.0,Robin,35.0,user1492@example.com,Germany,Casado/a,Secundaria
1493.0,Taylor,34.0,user1493@example.com,USA,Soltero/a,Primaria
1494.0,Skyler,26.0,user1494@example.com,Japan,Soltero/a,Universitario
1495.0,Taylor,31.0,user1495@example.com,UK,Soltero/a,Universitario
1496.0,Dakota,66.0,user1496@example.com,USA,Viudo/a,Primaria
1497.0,Quinn,46.0,user1497@example.com,UK,Viudo/a,Postgrado
1498.0,Morgan,48.0,user1498@example.com,Spain,Soltero/a,Universitario
1499.0,Jordan,21.0,user1499@example.com,Australia,Viudo/a,Secundaria
1500.0,River,35.0,user1500@example.com,UK,Divorciado/a,Universitario
1501.0,Skyler,37.0,user1501@example.com,France,Viudo/a,Secundaria
1502.0,Casey,64.0,user1502@example.com,UK,Divorciado/a,
1503.0,Casey,60.0,user1503@example.com,Japan,Soltero/a,Universitario
1504.0,Casey,61.0,user1504@example.com,Mexico,Soltero/a,Secundaria
,Jordan,26.0,user1505@example.com,Japan,Viudo/a,Universitario
1506.0,Casey,30.0,user1506@example.com,Spain,Soltero/a,Secundaria
1507.0,Alex,32.0,user1507@example.com,Germany,Soltero/a,Secundaria
1508.0,Skyler,44.0,user1508@example.com,France,Casado/a,Universitario
1509.0,Alex,32.0,user1509@example.com,Australia,Soltero/a,Universitario
1510.0,Quinn,45.0,user1510@example.com,Spain,Casado/a,Secundaria
1511.0,Skyler,54.0,user1511@example.com,Germany,Soltero/a,Primaria
1512.0,Alex,36.0,user1512@example.com,,Divorciado/a,Universitario
1513.0,Skyler,43.0,user1513@example.com,Japan,Divorciado/a,Postgrado
1514.0,Quinn,69.0,user1514@example.com,Spain,Soltero/a,Universitario
1515.0,Robin,43.0,user1515@example.com,Japan,,Primaria
1516.0,Jordan,42.0,user1516@example.com,Australia,Divorciado/a,Primaria
1517.0,,43.0,user1517@example.com,Germany,Divorciado/a,Universitario
1518.0,Casey,43.0,user1518@example.com,Japan,Viudo/a,Universitario
1519.0,Taylor,63.0,user1519@example.com,Mexico,Divorciado/a,Postgrado
,,45.0,user1520@example.com,UK,Casado/a,Universitario
1521.0,Dakota,66.0,user1521@example.com,USA,Viudo/a,Primaria
1522.0,Alex,35.0,user1522@example.com,Australia,,Postgrado
1523.0,Skyler,49.0,user1523@example.com,USA,Casado/a,Universitario
1524.0,Taylor,20.0,user1524@example.com,Canada,Casado/a,Postgrado
1525.0,Quinn,19.0,user1525@example.com,UK,Viudo/a,Postgrado
1526.0,Dakota,50.0,user1526@example.com,Australia,Soltero/a,Primaria
1527.0,Quinn,59.0,user1527@example.com,Spain,Divorciado/a,Primaria
1528.0,Jordan,36.0,,Mexico,Divorciado/a,Secundaria
1529.0,Jordan,34.0,user1529@example.com,Spain,Soltero/a,Primaria
1530.0,Casey,61.0,user1530@example.com,Italy,Soltero/a,Secundaria
1531.0,Alex,,user1531@example.com,Canada,Casado/a,Primaria
1532.0,Taylor,29.0,user1532@example.com,Mexico,Viudo/a,Primaria
1533.0,Morgan,66.0,user1533@example.com,Japan,Casado/a,Secundaria
1534.0,,20.0,user1534@example.com,Japan,Divorciado/a,Secundaria
1535.0,Dakota,60.0,user1535@example.com,France,Soltero/a,Secundaria
1536.0,Casey,66.0,user1536@example.com,Japan,Divorciado/a,Postgrado
1537.0,Jordan,43.0,user1537@example.com,Germany,Soltero/a,Secundaria
1538.0,Casey,52.0,user1538@example.com,Canada,Viudo/a,Postgrado
1539.0,Skyler,25.0,user1539@example.com,Germany,Casado/a,Postgrado
1540.0,Taylor,69.0,user1540@example.com,UK,Divorciado/a,Secundaria
1541.0,Alex,53.0,user1541@example.com,France,Viudo/a,
1542.0,Robin,24.0,user1542@example.com,France,Divorciado/a,Secundaria
1543.0,River,63.0,user1543@example.com,Japan,Soltero/a,Primaria
1544.0,River,63.0,user1544@example.com,Mexico,Divorciado/a,Primaria
1545.0,Casey,53.0,user1545@example.com,UK,Viudo/a,Secundaria
1546.0,Skyler,33.0,user1546@example.com,,Viudo/a,Universitario
1547.0,Taylor,41.0,user1547@example.com,Canada,Casado/a,Secundaria
1548.0,Morgan,,user1548@example.com,Canada,Divorciado/a,Universitario
1549.0,River,66.0,user1549@example.com,Australia,,Primaria
1550.0,Taylor,42.0,user1550@example.com,Spain,Divorciado/a,Primaria
1551.0,Alex,27.0,user1551@example.com,Japan,Casado/a,Universitario
1552.0,Quinn,33.0,user1552@example.com,Australia,Soltero/a,Primaria
,Skyler,33.0,user1553@example.com,Italy,Soltero/a,Secundaria
1554.0,Jordan,25.0,user1554@example.com,France,Casado/a,Universitario
1555.0,Taylor,46.0,user1555@example.com,USA,Soltero/a,Universitario
1556.0,,56.0,user1556@example.com,Italy,Viudo/a,Postgrado
1557.0,Morgan,45.0,user1557@example.com,Italy,Viudo/a,Primaria
1558.0,Robin,23.0,user1558@example.com,Mexico,Soltero/a,Universitario
1559.0,Jordan,33.0,user1559@example.com,Mexico,Divorciado/a,Universitario
1560.0,Robin,37.0,user1560@example.com,Mexico,Soltero/a,Universitario
1561.0,Morgan,33.0,user1561@example.com,Mexico,Divorciado/a,Primaria
1562.0,Alex,24.0,user1562@example.com,Spain,Casado/a,Universitario
1563.0,River,58.0,user1563@example.com,Japan,Viudo/a,Universitario
1564.0,Robin,31.0,user1564@example.com,Canada,Viudo/a,Secundaria
1565.0,Jordan,60.0,user1565@example.com,Japan,Casado/a,Secundaria
1566.0,Casey,43.0,user1566@example.com,Japan,Casado/a,Postgrado
1567.0,Dakota,43.0,user1567@example.com,Canada,Viudo/a,Universitario
1568.0,Taylor,31.0,user1568@example.com,Mexico,Casado/a,Primaria
1569.0,River,24.0,user1569@example.com,Japan,,Postgrado
1570.0,Robin,50.0,,Spain,Soltero/a,Postgrado
1571.0,Quinn,43.0,user1571@example.com,Mexico,Divorciado/a,Postgrado
1572.0,Taylor,62.0,user1572@example.com,Spain,Divorciado/a,Universitario
1573.0,Casey,,user1573@example.com,Australia,Divorciado/a,Postgrado
1574.0,Morgan,20.0,user1574@example.com,Japan,Soltero/a,Primaria
1575.0,Dakota,69.0,user1575@example.com,Germany,Viudo/a,
1576.0,Alex,21.0,user1576@example.com,Spain,Divorciado/a,
1577.0,Casey,43.0,user1577@example.com,Australia,Soltero/a,Universitario
1578.0,Casey,28.0,user1578@example.com,UK,Viudo/a,Primaria
1579.0,Morgan,19.0,user1579@example.com,UK,Casado/a,Primaria
1580.0,Skyler,31.0,user1580@example.com,Australia,Soltero/a,Primaria
1581.0,Morgan,61.0,,France,Casado/a,Universitario
1582.0,Skyler,47.0,user1582@example.com,France,Divorciado/a,Primaria
1583.0,Skyler,66.0,user1583@example.com,Mexico,Viudo/a,Secundaria
1584.0,River,29.0,user1584@example.com,France,Soltero/a,Primaria
1585.0,River,43.0,user1585@example.com,UK,Divorciado/a,Primaria
1586.0,Jordan,61.0,user1586@example.com,France,Divorciado/a,Universitario
1587.0,Robin,50.0,user1587@example.com,Germany,Viudo/a,Postgrado
1588.0,Robin,30.0,user1588@example.com,UK,Casado/a,Postgrado
1589.0,Alex,31.0,user1589@example.com,Spain,Divorciado/a,Universitario
1590.0,Robin,41.0,user1590@example.com,Italy,Viudo/a,Universitario
,River,51.0,user1591@example.com,France,Viudo/a,Universitario
1592.0,Jordan,61.0,user1592@example.com,France,Soltero/a,Universitario
1593.0,Jordan,43.0,user1593@example.com,Japan,Divorciado/a,Primaria
1594.0,Skyler,38.0,user1594@example.com,Canada,Casado/a,Primaria
1595.0,Morgan,45.0,user1595@example.com,Germany,Casado/a,Postgrado
1596.0,Alex,65.0,user1596@example.com,UK,,Universitario
1597.0,,53.0,user1597@example.com,UK,Casado/a,Universitario
1598.0,Morgan,,user1598@example.com,USA,Viudo/a,Primaria
1599.0,Robin,19.0,user1599@example.com,Canada,Viudo/a,Universitario
1600.0,Skyler,59.0,user1600@example.com,,Divorciado/a,Secundaria
1601.0,Taylor,26.0,user1601@example.com,Australia,Casado/a,Primaria
1602.0,Robin,40.0,user1602@example.com,Japan,Viudo/a,Secundaria
1603.0,Morgan,32.0,user1603@example.com,Spain,Divorciado/a,
1604.0,Alex,30.0,user1604@example.com,Japan,Viudo/a,Primaria
1605.0,Morgan,40.0,user1605@example.com,France,Divorciado/a,Primaria
1606.0,Skyler,34.0,user1606@example.com,USA,Soltero/a,Postgrado
1607.0,Skyler,,user1607@example.com,Italy,Soltero/a,Postgrado
1608.0,Casey,19.0,user1608@example.com,UK,Divorciado/a,Primaria
1609.0,Alex,37.0,user1609@example.com,Spain,Soltero/a,Primaria
,Quinn,37.0,user1610@example.com,Canada,Soltero/a,Primaria
1611.0,Robin,63.0,user1611@example.com,France,Casado/a,Primaria
1612.0,Jordan,20.0,user1612@example.com,Germany,Soltero/a,Universitario
1613.0,Alex,29.0,user1613@example.com,Australia,Casado/a,Universitario
1614.0,,57.0,user1614@example.com,Japan,Soltero/a,Universitario
1615.0,Alex,19.0,user1615@example.com,USA,Soltero/a,Postgrado
1616.0,Alex,53.0,user1616@example.com,Italy,Viudo/a,Secundaria
1617.0,Morgan,31.0,user1617@example.com,,Divorciado/a,Primaria
1618.0,Alex,33.0,user1618@example.com,Australia,Soltero/a,Universitario
1619.0,Casey,36.0,user1619@example.com,France,Divorciado/a,Universitario
1620.0,Quinn,,user1620@example.com,Italy,Divorciado/a,Universitario
1621.0,Skyler,61.0,user1621@example.com,Australia,Viudo/a,Primaria
1622.0,Dakota,63.0,user1622@example.com,Australia,Divorciado/a,Primaria
1623.0,Jordan,23.0,user1623@example.com,UK,Divorciado/a,Secundaria
1624.0,Skyler,30.0,user1624@example.com,Australia,Soltero/a,Postgrado
1625.0,,53.0,user1625@example.com,Germany,Viudo/a,Secundaria
1626.0,Quinn,,user1626@example.com,Italy,Divorciado/a,Primaria
1627.0,Quinn,35.0,user1627@example.com,France,Soltero/a,Secundaria
1628.0,Jordan,,user1628@example.com,,Viudo/a,Universitario
1629.0,Jordan,69.0,user1629@example.com,Germany,Soltero/a,Secundaria
1630.0,Quinn,47.0,user1630@example.com,Canada,Viudo/a,Universitario
1631.0,Dakota,68.0,user1631@example.com,Italy,Viudo/a,Secundaria
,Alex,57.0,user1632@example.com,Australia,,Universitario
1633.0,Robin,24.0,user1633@example.com,USA,Casado/a,Secundaria
1634.0,Taylor,49.0,user1634@example.com,Spain,Casado/a,
,Skyler,65.0,user1635@example.com,Italy,Divorciado/a,Secundaria
1636.0,Morgan,36.0,user1636@example.com,Mexico,Soltero/a,Primaria
1637.0,Skyler,23.0,user1637@example.com,USA,Viudo/a,Primaria
,Morgan,37.0,user1638@example.com,Germany,Soltero/a,Universitario
1639.0,Dakota,44.0,user1639@example.com,Australia,Divorciado/a,Primaria
1640.0,Morgan,60.0,user1640@example.com,Canada,Casado/a,Universitario
1641.0,Jordan,54.0,user1641@example.com,Mexico,Casado/a,Postgrado
1642.0,Robin,65.0,user1642@example.com,Canada,Soltero/a,Primaria
1643.0,Robin,24.0,user1643@example.com,Canada,,Primaria
1644.0,Jordan,22.0,user1644@example.com,Japan,Viudo/a,Universitario
1645.0,Casey,28.0,user1645@example.com,UK,Soltero/a,Postgrado
1646.0,Dakota,32.0,user1646@example.com,Mexico,Viudo/a,Postgrado
1647.0,Casey,20.0,user1647@example.com,Spain,Viudo/a,Secundaria
1648.0,Casey,22.0,user1648@example.com,UK,Casado/a,Universitario
1649.0,Skyler,40.0,user1649@example.com,,Soltero/a,Universitario
1650.0,Quinn,54.0,user1650@example.com,,Casado/a,Postgrado
1651.0,Skyler,26.0,user1651@example.com,UK,Viudo/a,Universitario
1652.0,Quinn,32.0,user1652@example.com,Mexico,,Primaria
1653.0,Taylor,20.0,user1653@example.com,Spain,Casado/a,Primaria
1654.0,Morgan,46.0,user1654@example.com,USA,Viudo/a,Primaria
1655.0,Quinn,23.0,user1655@example.com,,Divorciado/a,Universitario
1656.0,Jordan,34.0,user1656@example.com,,Divorciado/a,Secundaria
1657.0,Skyler,43.0,,Mexico,Soltero/a,Secundaria
1658.0,Dakota,38.0,user1658@example.com,Spain,Casado/a,Postgrado
1659.0,Morgan,25.0,user1659@example.com,Italy,Soltero/a,Universitario
1660.0,Taylor,38.0,user1660@example.com,UK,Casado/a,Postgrado
1661.0,Quinn,28.0,user1661@example.com,Mexico,Soltero/a,
1662.0,Taylor,55.0,user1662@example.com,Mexico,Soltero/a,Secundaria
1663.0,Dakota,25.0,user1663@example.com,Germany,Viudo/a,
,Casey,59.0,user1664@example.com,Mexico,,Universitario
1665.0,Robin,41.0,user1665@example.com,Australia,Divorciado/a,Secundaria
1666.0,Dakota,,user1666@example.com,Germany,Divorciado/a,Secundaria
1667.0,River,31.0,user1667@example.com,Italy,Viudo/a,Secundaria
1668.0,Dakota,31.0,user1668@example.com,UK,Divorciado/a,Primaria
1669.0,Taylor,27.0,user1669@example.com,UK,Viudo/a,Secundaria
1670.0,Jordan,29.0,user1670@example.com,France,Casado/a,Postgrado
1671.0,Skyler,55.0,user1671@example.com,France,Viudo/a,Secundaria
1672.0,Jordan,61.0,user1672@example.com,Italy,Soltero/a,Secundaria
1673.0,Taylor,63.0,user1673@example.com,Japan,Soltero/a,Universitario
1674.0,Skyler,51.0,user1674@example.com,Spain,Casado/a,Universitario
1675.0,River,58.0,,Japan,Casado/a,Universitario
1676.0,Robin,27.0,user1676@example.com,Spain,Soltero/a,Secundaria
1677.0,Morgan,34.0,user1677@example.com,Germany,Divorciado/a,Secundaria
1678.0,Taylor,34.0,user1678@example.com,Italy,Divorciado/a,Postgrado
1679.0,Quinn,20.0,user1679@example.com,,Divorciado/a,Primaria
1680.0,Taylor,48.0,user1680@example.com,France,Casado/a,Secundaria
1681.0,Taylor,68.0,user1681@example.com,France,,Primaria
1682.0,Skyler,18.0,user1682@example.com,Canada,Viudo/a,Secundaria
1683.0,,29.0,user1683@example.com,Spain,Casado/a,Primaria
1684.0,Dakota,56.0,user1684@example.com,Italy,Soltero/a,Universitario
1685.0,Alex,21.0,user1685@example.com,USA,Divorciado/a,Secundaria
1686.0,River,,user1686@example.com,Germany,Divorciado/a,Postgrado
,Quinn,30.0,user1687@example.com,Mexico,Divorciado/a,Primaria
1688.0,Robin,51.0,user1688@example.com,Mexico,Soltero/a,Universitario
1689.0,,59.0,user1689@example.com,Spain,Divorciado/a,Postgrado
1690.0,River,38.0,user1690@example.com,Japan,Soltero/a,Universitario
1691.0,Casey,39.0,user1691@example.com,Germany,Casado/a,Secundaria
1692.0,Casey,21.0,user1692@example.com,UK,Viudo/a,Postgrado
1693.0,Robin,35.0,user1693@example.com,Australia,Divorciado/a,Primaria
1694.0,Jordan,22.0,user1694@example.com,Mexico,Casado/a,Primaria
1695.0,Alex,36.0,user1695@example.com,,Casado/a,Postgrado
1696.0,Taylor,19.0,user1696@example.com,Germany,Soltero/a,Primaria
1697.0,Morgan,29.0,user1697@example.com,Japan,Casado/a,Universitario
1698.0,Casey,34.0,user1698@example.com,Italy,Soltero/a,Postgrado
1699.0,Quinn,27.0,user1699@example.com,Japan,Soltero/a,Primaria
1700.0,River,51.0,user1700@example.com,Germany,Casado/a,Universitario
1701.0,Jordan,23.0,user1701@example.com,UK,Soltero/a,Primaria
1702.0,Casey,25.0,user1702@example.com,Mexico,Soltero/a,Universitario
,,68.0,user1703@example.com,France,Soltero/a,Secundaria
1704.0,Jordan,28.0,user1704@example.com,USA,,Universitario
1705.0,Casey,29.0,user1705@example.com,Italy,Viudo/a,Primaria
1706.0,Skyler,26.0,user1706@example.com,France,Soltero/a,Universitario
1707.0,Dakota,19.0,,UK,Divorciado/a,Primaria
1708.0,Quinn,25.0,user1708@example.com,Australia,Casado/a,Postgrado
1709.0,Taylor,28.0,user1709@example.com,UK,Casado/a,Postgrado
1710.0,Taylor,53.0,user1710@example.com,UK,Soltero/a,Secundaria
1711.0,Quinn,27.0,user1711@example.com,Mexico,,Universitario
1712.0,Skyler,38.0,user1712@example.com,Germany,Divorciado/a,Secundaria
1713.0,Taylor,37.0,,Germany,Viudo/a,Postgrado
1714.0,Jordan,65.0,user1714@example.com,France,Casado/a,Universitario
1715.0,Robin,25.0,user1715@example.com,Australia,Casado/a,Universitario
1716.0,River,53.0,user1716@example.com,Australia,Casado/a,Secundaria
1717.0,Alex,46.0,user1717@example.com,Japan,Soltero/a,Secundaria
1718.0,Taylor,59.0,user1718@example.com,USA,Divorciado/a,Universitario
1719.0,Quinn,29.0,user1719@example.com,UK,Viudo/a,Universitario
1720.0,Robin,31.0,user1720@example.com,USA,Divorciado/a,Universitario
1721.0,Casey,65.0,user1721@example.com,Canada,Divorciado/a,Secundaria
1722.0,Dakota,67.0,user1722@example.com,Spain,Casado/a,Primaria
1723.0,Quinn,38.0,user1723@example.com,UK,Viudo/a,Postgrado
1724.0,Jordan,39.0,user1724@example.com,USA,Divorciado/a,Postgrado
1725.0,Dakota,38.0,user1725@example.com,Mexico,Viudo/a,Secundaria
1726.0,River,61.0,user1726@example.com,Spain,,Universitario
1727.0,River,67.0,user1727@example.com,Australia,Casado/a,Postgrado
1728.0,Skyler,47.0,user1728@example.com,UK,Soltero/a,Postgrado
1729.0,Morgan,56.0,user1729@example.com,UK,Viudo/a,Postgrado
1730.0,Skyler,37.0,user1730@example.com,Australia,Casado/a,Postgrado
1731.0,Robin,41.0,user1731@example.com,Japan,,Universitario
1732.0,Dakota,40.0,user1732@example.com,Mexico,Casado/a,Secundaria
1733.0,Morgan,24.0,user1733@example.com,UK,Soltero/a,Universitario
1734.0,Casey,26.0,user1734@example.com,USA,Divorciado/a,Universitario
1735.0,Jordan,18.0,user1735@example.com,UK,Casado/a,Postgrado
1736.0,Dakota,43.0,user1736@example.com,Spain,Viudo/a,Postgrado
1737.0,Skyler,55.0,user1737@example.com,UK,Casado/a,Universitario
1738.0,Alex,55.0,user1738@example.com,USA,Viudo/a,Universitario
1739.0,Morgan,61.0,user1739@example.com,Italy,Soltero/a,Universitario
1740.0,Morgan,39.0,user1740@example.com,Spain,Soltero/a,Primaria
1741.0,Jordan,61.0,user1741@example.com,France,Viudo/a,Postgrado
1742.0,Taylor,27.0,user1742@example.com,France,Soltero/a,Secundaria
1743.0,River,23.0,user1743@example.com,Spain,Casado/a,Secundaria
1744.0,River,34.0,user1744@example.com,Mexico,Soltero/a,Secundaria
,,68.0,user1745@example.com,Italy,Viudo/a,Primaria
1746.0,Robin,67.0,user1746@example.com,Spain,Viudo/a,Primaria
1747.0,Robin,55.0,user1747@example.com,USA,Divorciado/a,Secundaria
1748.0,Casey,41.0,user1748@example.com,Canada,Viudo/a,Secundaria
1749.0,Dakota,68.0,user1749@example.com,Germany,,Secundaria
1750.0,Quinn,27.0,user1750@example.com,UK,Viudo/a,Universitario
1751.0,Taylor,25.0,user1751@example.com,Japan,Soltero/a,Postgrado
1752.0,Skyler,38.0,user1752@example.com,Italy,Soltero/a,Primaria
1753.0,Quinn,23.0,user1753@example.com,USA,Divorciado/a,Primaria
1754.0,Quinn,38.0,user1754@example.com,Japan,Soltero/a,Universitario
1755.0,Morgan,56.0,user1755@example.com,,Viudo/a,
1756.0,Alex,41.0,user1756@example.com,Spain,Viudo/a,Secundaria
1757.0,River,50.0,user1757@example.com,Italy,Viudo/a,Primaria
1758.0,Casey,35.0,user1758@example.com,Australia,Soltero/a,Universitario
1759.0,Robin,45.0,user1759@example.com,UK,Viudo/a,Postgrado
1760.0,Alex,69.0,user1760@example.com,Germany,Casado/a,Secundaria
1761.0,Morgan,49.0,user1761@example.com,France,Casado/a,Primaria
1762.0,Skyler,,user1762@example.com,Spain,Viudo/a,Secundaria
1763.0,Casey,65.0,user1763@example.com,UK,,Postgrado
1764.0,Morgan,59.0,user1764@example.com,France,Viudo/a,
1765.0,,44.0,user1765@example.com,Australia,Casado/a,Secundaria
1766.0,,27.0,user1766@example.com,Japan,Soltero/a,Universitario
1767.0,River,63.0,user1767@example.com,,Viudo/a,Universitario
1768.0,Alex,,user1768@example.com,Germany,Soltero/a,Postgrado
1769.0,Alex,59.0,user1769@example.com,UK,Viudo/a,Postgrado
1770.0,Robin,49.0,user1770@example.com,USA,Divorciado/a,Postgrado
1771.0,Robin,,,UK,Soltero/a,Primaria
1772.0,Skyler,43.0,user1772@example.com,France,Casado/a,Postgrado
1773.0,Casey,42.0,user1773@example.com,USA,Casado/a,Primaria
1774.0,Jordan,,user1774@example.com,Germany,Casado/a,Secundaria
1775.0,Jordan,40.0,user1775@example.com,Canada,Casado/a,Universitario
1776.0,Morgan,51.0,user1776@example.com,Germany,,Secundaria
1777.0,River,69.0,user1777@example.com,UK,Viudo/a,Universitario
1778.0,Casey,57.0,user1778@example.com,France,Soltero/a,Postgrado
1779.0,Quinn,40.0,user1779@example.com,USA,Divorciado/a,Secundaria
1780.0,Alex,46.0,user1780@example.com,Spain,Divorciado/a,
