ID,Nombre,Apellido,Edad,Region,Patrimonio,Historial_Crediticio,Variable_1,Variable_2,Variable_3,Variable_4,Ciudad
1699,Sebastián,Contreras,63.0,Valparaíso,10363.0,Bueno,,0.0,66.0,253.0,Quilpué
1700,Valentina,González,,O'Higgins,636470.0,Bueno,,35.0,16.0,,Pichilemu
1701,Valentina,Rojas,59.0,Valparaíso,393884.0,Bueno,31.0,8.0,64.0,117.0,Viña del Mar
1702,Sebastián,Soto,49.0,Maule,298380.0,Bueno,59.0,29.0,180.0,168.0,Linares
1703,Valentina,Rojas,56.0,Metropolitana,657593.0,Bueno,69.0,29.0,92.0,54.0,Santiago
1704,,Pérez,53.0,Metropolitana,834668.0,Regular,11.0,,147.0,,Maipú
1705,Mateo,Silva,53.0,Metropolitana,558392.0,Regular,5.0,25.0,48.0,32.0,Santiago
1706,Sebastián,,20.0,Biobío,31094.0,Regular,,37.0,93.0,261.0,Talcahuano
1707,Martina,Muñoz,25.0,Araucanía,461401.0,Bueno,26.0,5.0,,286.0,Pucón
1708,Mateo,Pérez,58.0,Metropolitana,462759.0,Bueno,,49.0,179.0,86.0,Puente Alto
1709,Martín,Silva,30.0,Biobío,,Bueno,,20.0,29.0,62.0,Talcahuano
1710,Valentina,Pérez,66.0,,670958.0,Bueno,5.0,43.0,67.0,163.0,Curicó
1711,Sofía,Pérez,77.0,Biobío,,Regular,77.0,38.0,68.0,281.0,Concepción
1712,Emilia,Muñoz,19.0,Araucanía,502012.0,Regular,55.0,12.0,58.0,124.0,Pucón
1713,Martín,,77.0,Metropolitana,588307.0,Regular,10.0,42.0,82.0,30.0,Santiago
1714,Agustín,Sepúlveda,22.0,Araucanía,343353.0,Bueno,67.0,13.0,93.0,,Pucón
1715,Isidora,Rojas,61.0,Valparaíso,668365.0,Regular,7.0,46.0,,63.0,Quilpué
1716,Sofía,Martínez,44.0,Araucanía,228177.0,Malo,31.0,2.0,8.0,186.0,Pucón
1717,Sofía,González,49.0,,317372.0,Bueno,53.0,32.0,46.0,267.0,Puente Alto
1718,Martín,Sepúlveda,38.0,O'Higgins,962755.0,Bueno,67.0,,129.0,173.0,Pichilemu
1719,Martín,,25.0,,348070.0,,26.0,24.0,132.0,29.0,Talca
1720,Martina,Silva,67.0,O'Higgins,346500.0,Bueno,18.0,21.0,121.0,185.0,Rancagua
1721,Agustín,,136.0,Araucanía,,,,39.0,,7.0,Pucón
1722,Agustín,Díaz,61.0,Valparaíso,970975.0,Bueno,40.0,49.0,83.0,32.0,Quilpué
1723,Sebastián,Sepúlveda,,O'Higgins,983080.0,Bueno,20.0,7.0,105.0,214.0,
1724,Sofía,Muñoz,20.0,Biobío,579657.0,Bueno,59.0,,34.0,243.0,Talcahuano
1725,Martín,González,19.0,Valparaíso,1087.0,Bueno,39.0,,190.0,180.0,
1726,Sebastián,Sepúlveda,61.0,Biobío,900656.0,Bueno,61.0,36.0,108.0,153.0,Talcahuano
1727,Sebastián,Sepúlveda,19.0,O'Higgins,570237.0,,78.0,25.0,12.0,4.0,Rancagua
1728,,Sepúlveda,,O'Higgins,365996.0,Bueno,2.0,18.0,155.0,230.0,Pichilemu
1729,Emilia,Pérez,47.0,Valparaíso,829195.0,Regular,35.0,28.0,199.0,232.0,Quilpué
1730,Isidora,Pérez,25.0,Metropolitana,399832.0,Regular,35.0,19.0,29.0,225.0,
1731,,Silva,39.0,Biobío,34044.0,Bueno,89.0,32.0,,170.0,Talcahuano
1732,Sofía,,61.0,Metropolitana,821072.0,,99.0,42.0,109.0,,Puente Alto
1733,Mateo,Díaz,75.0,Araucanía,545859.0,Bueno,,31.0,11.0,243.0,Pucón
1734,Benjamín,Contreras,53.0,O'Higgins,338143.0,Bueno,40.0,,17.0,59.0,San Fernando
1735,Sebastián,Silva,48.0,Biobío,250892.0,,44.0,29.0,107.0,34.0,Chillán
1736,Sebastián,Silva,64.0,Araucanía,,Bueno,66.0,22.0,191.0,5.0,Villarrica
1737,,Díaz,72.0,O'Higgins,208049.0,Bueno,59.0,46.0,15.0,,
1738,Martina,Sepúlveda,79.0,,323850.0,Regular,,29.0,110.0,220.0,Curicó
1739,Emilia,Díaz,47.0,Valparaíso,636530.0,Bueno,71.0,37.0,101.0,142.0,Valparaíso
1740,Benjamín,Díaz,72.0,,881544.0,Bueno,13.0,30.0,123.0,208.0,Viña del Mar
1741,Mateo,Pérez,33.0,O'Higgins,532890.0,Regular,83.0,49.0,175.0,241.0,San Fernando
1742,Martina,Martínez,,Valparaíso,759106.0,Regular,,40.0,94.0,,Viña del Mar
1743,Sebastián,Contreras,34.0,Maule,763060.0,,76.0,,113.0,263.0,Curicó
1744,Isidora,Muñoz,33.0,Maule,664353.0,Bueno,5.0,23.0,115.0,234.0,Curicó
1745,Isidora,Soto,29.0,O'Higgins,245838.0,Bueno,31.0,44.0,28.0,,
1746,Sofía,Contreras,25.0,O'Higgins,866788.0,Bueno,,29.0,50.0,206.0,Pichilemu
1747,Sofía,Pérez,20.0,,436275.0,Bueno,97.0,26.0,,87.0,Maipú
1748,Isidora,Sepúlveda,33.0,Biobío,44210.0,Malo,40.0,29.0,64.0,224.0,Chillán
1749,Martina,González,47.0,O'Higgins,244612.0,Bueno,24.0,37.0,46.0,,Pichilemu
1750,Sofía,Silva,40.0,Biobío,765548.0,Bueno,87.0,,68.0,,Chillán
1751,Martina,Contreras,22.0,Biobío,69133.0,Regular,84.0,29.0,133.0,189.0,Concepción
1752,Emilia,Martínez,82.0,Araucanía,,Bueno,54.0,42.0,59.0,67.0,
1753,Martina,González,47.0,Maule,694226.0,Bueno,26.0,18.0,97.0,127.0,Curicó
1754,Valentina,Rojas,38.0,Maule,892600.0,Bueno,30.0,9.0,180.0,166.0,Talca
1755,Isidora,Soto,39.0,Maule,633732.0,Regular,48.0,5.0,182.0,204.0,Talca
1756,Benjamín,,,Valparaíso,222291.0,Regular,98.0,28.0,178.0,255.0,Quilpué
1757,,Pérez,50.0,Araucanía,53413.0,Regular,11.0,17.0,83.0,158.0,Temuco
1758,Benjamín,Díaz,33.0,,615126.0,Bueno,36.0,37.0,140.0,,Talca
1759,Sofía,Pérez,55.0,Maule,,Regular,86.0,41.0,59.0,225.0,Linares
1760,Sofía,Pérez,31.0,Biobío,612722.0,Bueno,96.0,44.0,,246.0,Chillán
1761,Isidora,Sepúlveda,53.0,Biobío,225579.0,Bueno,,0.0,191.0,35.0,Chillán
1762,Martina,Díaz,40.0,Maule,,Bueno,58.0,40.0,170.0,35.0,Linares
1763,Isidora,Silva,83.0,Valparaíso,475092.0,Bueno,60.0,31.0,42.0,169.0,Valparaíso
1764,Isidora,González,19.0,Maule,223938.0,,50.0,,103.0,139.0,Linares
1765,Benjamín,Sepúlveda,82.0,Biobío,853145.0,Bueno,4.0,16.0,170.0,150.0,Talcahuano
1766,Emilia,Díaz,84.0,Araucanía,254035.0,Bueno,31.0,,162.0,60.0,Temuco
1767,,Rojas,69.0,Valparaíso,306599.0,,44.0,0.0,67.0,257.0,Viña del Mar
1768,Martín,Sepúlveda,79.0,Metropolitana,,,48.0,16.0,185.0,53.0,Santiago
1769,Martina,Martínez,40.0,Araucanía,308792.0,Regular,96.0,44.0,167.0,82.0,Villarrica
1770,Sofía,Silva,43.0,Araucanía,410163.0,Bueno,30.0,32.0,10.0,68.0,Temuco
1771,Martín,Martínez,72.0,Valparaíso,347665.0,Bueno,5.0,7.0,198.0,253.0,Valparaíso
1772,Sofía,Silva,23.0,Valparaíso,116400.0,,12.0,41.0,132.0,53.0,Viña del Mar
1773,Martín,Rojas,52.0,Maule,38895.0,Bueno,35.0,,155.0,252.0,Linares
1774,Benjamín,Soto,39.0,Metropolitana,724540.0,Regular,77.0,3.0,43.0,280.0,Maipú
1775,Mateo,Díaz,60.0,Valparaíso,,Bueno,60.0,48.0,198.0,154.0,Viña del Mar
1776,Sebastián,Silva,32.0,Valparaíso,282366.0,Bueno,78.0,41.0,109.0,86.0,Valparaíso
1777,Emilia,Sepúlveda,77.0,Araucanía,295599.0,Bueno,91.0,7.0,134.0,30.0,Temuco
1778,Emilia,,29.0,Maule,945005.0,Regular,12.0,43.0,96.0,16.0,Curicó
1779,Benjamín,Díaz,66.0,Maule,987671.0,Bueno,52.0,46.0,169.0,181.0,
1780,Martín,Muñoz,59.0,Biobío,473434.0,Bueno,,25.0,50.0,17.0,Talcahuano
1781,Valentina,,55.0,Metropolitana,,Bueno,41.0,14.0,22.0,295.0,Santiago
1782,Emilia,Martínez,,Biobío,736685.0,Regular,45.0,28.0,124.0,67.0,Chillán
1783,Sofía,Sepúlveda,52.0,Maule,297317.0,Malo,8.0,34.0,5.0,285.0,
1784,Martín,Muñoz,47.0,Araucanía,58562.0,Bueno,5.0,12.0,7.0,248.0,Pucón
1785,Sebastián,González,47.0,Araucanía,142556.0,Regular,4.0,14.0,42.0,81.0,Temuco
1786,Martín,,,Metropolitana,838294.0,Regular,65.0,38.0,1.0,126.0,Santiago
1787,Sofía,Pérez,84.0,,731213.0,,10.0,33.0,14.0,296.0,
1788,Benjamín,González,24.0,Maule,664334.0,Regular,36.0,17.0,81.0,73.0,Curicó
1789,Martina,,69.0,Araucanía,130648.0,Bueno,91.0,18.0,78.0,144.0,Villarrica
1790,Martín,Silva,31.0,Valparaíso,639930.0,Bueno,16.0,36.0,114.0,193.0,Valparaíso
1791,Martina,Pérez,32.0,O'Higgins,772152.0,Malo,47.0,,51.0,212.0,San Fernando
1792,Sofía,,38.0,Metropolitana,860601.0,Bueno,72.0,15.0,73.0,135.0,
1793,Agustín,,,Valparaíso,13231.0,Malo,24.0,38.0,145.0,69.0,Quilpué
1794,Emilia,Muñoz,83.0,Maule,684475.0,Bueno,2.0,20.0,47.0,234.0,Linares
1795,Martín,Rojas,19.0,Maule,19097.0,Bueno,,,4.0,116.0,Curicó
1796,Martina,Sepúlveda,52.0,Valparaíso,706872.0,Bueno,72.0,40.0,40.0,275.0,Quilpué
1797,Valentina,Muñoz,37.0,O'Higgins,635621.0,Regular,97.0,47.0,80.0,113.0,Pichilemu
1798,Martín,Sepúlveda,27.0,Biobío,148347.0,Bueno,60.0,31.0,,,Chillán
1799,Martín,Muñoz,42.0,Metropolitana,766121.0,Bueno,30.0,35.0,,226.0,Maipú
1800,Valentina,Martínez,83.0,Valparaíso,68347.0,Regular,12.0,21.0,127.0,96.0,Valparaíso
1801,Mateo,Sepúlveda,42.0,,826398.0,Malo,9.0,30.0,68.0,205.0,Quilpué
1802,Agustín,Contreras,71.0,O'Higgins,261929.0,,63.0,10.0,138.0,231.0,Rancagua
1803,Emilia,,50.0,Biobío,688851.0,Bueno,34.0,32.0,115.0,,Concepción
1804,Mateo,Sepúlveda,53.0,Araucanía,923689.0,Bueno,83.0,45.0,139.0,33.0,Temuco
1805,Emilia,Soto,31.0,Metropolitana,339827.0,Malo,12.0,9.0,199.0,212.0,Maipú
1806,Isidora,González,82.0,Biobío,502894.0,Bueno,96.0,26.0,159.0,216.0,Talcahuano
1807,Valentina,Pérez,71.0,Valparaíso,463118.0,Bueno,5.0,11.0,91.0,237.0,Valparaíso
1808,Sofía,Díaz,69.0,Araucanía,157611.0,Bueno,78.0,4.0,192.0,,Pucón
1809,Valentina,Contreras,20.0,Maule,590312.0,Bueno,77.0,4.0,40.0,74.0,Curicó
1810,Agustín,Pérez,58.0,Araucanía,743001.0,Bueno,,11.0,126.0,125.0,Villarrica
1811,Martina,Pérez,23.0,Maule,916874.0,Bueno,99.0,,65.0,252.0,Talca
1812,Sebastián,,,Biobío,850802.0,Regular,0.0,11.0,20.0,120.0,
1813,,Martínez,30.0,Maule,,Bueno,46.0,39.0,195.0,,Linares
1814,Sofía,Contreras,25.0,Maule,719017.0,Bueno,10.0,3.0,99.0,105.0,Curicó
1815,Sofía,Soto,38.0,Valparaíso,800783.0,Bueno,51.0,2.0,83.0,171.0,Valparaíso
1816,Agustín,Sepúlveda,42.0,Maule,493488.0,Malo,19.0,,29.0,3.0,Linares
1817,Mateo,Soto,62.0,Maule,115427.0,Bueno,44.0,11.0,156.0,141.0,Talca
1818,Emilia,Soto,77.0,Metropolitana,437930.0,Bueno,3.0,33.0,44.0,44.0,Santiago
1819,Valentina,Sepúlveda,29.0,Valparaíso,842478.0,,45.0,0.0,87.0,163.0,Valparaíso
1820,Agustín,Sepúlveda,49.0,Biobío,596641.0,Bueno,66.0,45.0,93.0,218.0,Concepción
1821,,Díaz,30.0,Biobío,724458.0,Regular,87.0,14.0,,,Chillán
1822,Martina,Rojas,48.0,Biobío,,Bueno,92.0,5.0,156.0,,Chillán
1823,Sebastián,Pérez,37.0,O'Higgins,964337.0,Bueno,35.0,47.0,163.0,69.0,San Fernando
1824,Sebastián,Díaz,35.0,Biobío,,Regular,80.0,45.0,191.0,208.0,Concepción
1825,Agustín,Pérez,,O'Higgins,653635.0,Bueno,87.0,4.0,100.0,216.0,Pichilemu
1826,Martín,Contreras,80.0,,18872.0,Bueno,96.0,22.0,,74.0,Villarrica
1827,Sofía,Silva,,Metropolitana,127319.0,Bueno,43.0,31.0,71.0,,Maipú
1828,Isidora,González,49.0,Valparaíso,782034.0,Bueno,81.0,39.0,188.0,84.0,Viña del Mar
1829,Mateo,Muñoz,60.0,O'Higgins,967969.0,Bueno,26.0,49.0,151.0,78.0,
1830,Emilia,González,19.0,Valparaíso,,Bueno,76.0,37.0,,24.0,Quilpué
1831,Benjamín,Pérez,77.0,Araucanía,37180.0,Malo,79.0,27.0,144.0,296.0,
1832,Valentina,Contreras,40.0,Valparaíso,,,85.0,1.0,88.0,280.0,
1833,Benjamín,,48.0,O'Higgins,,Bueno,81.0,10.0,,188.0,
1834,Sebastián,Pérez,22.0,Biobío,192373.0,Bueno,78.0,43.0,185.0,,Chillán
1835,,Rojas,51.0,Araucanía,,Bueno,68.0,19.0,43.0,38.0,
1836,Martina,Rojas,27.0,Biobío,937088.0,Regular,11.0,5.0,,219.0,Concepción
1837,Valentina,Díaz,19.0,Araucanía,87449.0,,37.0,39.0,129.0,226.0,Temuco
1838,Valentina,Silva,28.0,,557900.0,Malo,24.0,6.0,,29.0,Concepción
1839,Benjamín,Rojas,67.0,Maule,253880.0,Bueno,43.0,14.0,97.0,239.0,Linares
1840,Sofía,Contreras,48.0,Valparaíso,139059.0,Bueno,,1.0,167.0,30.0,Quilpué
1841,Isidora,Pérez,73.0,Metropolitana,218980.0,Bueno,61.0,14.0,149.0,241.0,Maipú
1842,Martín,Contreras,26.0,Biobío,577763.0,Bueno,8.0,40.0,104.0,200.0,Concepción
1843,,,,Valparaíso,65134.0,Bueno,29.0,22.0,49.0,54.0,Valparaíso
1844,Sofía,Muñoz,45.0,Valparaíso,434218.0,,85.0,10.0,155.0,,Valparaíso
1845,Martín,Silva,,Araucanía,135227.0,Bueno,,23.0,87.0,124.0,Pucón
1846,Sebastián,Contreras,24.0,Valparaíso,272677.0,,0.0,0.0,184.0,,Quilpué
1847,Isidora,Pérez,33.0,O'Higgins,190754.0,Bueno,77.0,35.0,0.0,,Pichilemu
1848,Isidora,Soto,21.0,,882975.0,Bueno,14.0,0.0,113.0,88.0,
1849,Mateo,Sepúlveda,21.0,Maule,708011.0,Bueno,12.0,15.0,123.0,129.0,Linares
1850,Sebastián,Martínez,57.0,O'Higgins,868462.0,Bueno,61.0,9.0,27.0,61.0,San Fernando
1851,Benjamín,Soto,34.0,,383462.0,Regular,56.0,47.0,101.0,53.0,Pichilemu
1852,Isidora,Contreras,69.0,Araucanía,,Bueno,36.0,6.0,23.0,130.0,Pucón
1853,Benjamín,Martínez,69.0,,380587.0,Regular,20.0,30.0,79.0,179.0,Quilpué
1854,Martín,Martínez,53.0,Biobío,18548.0,Bueno,10.0,,135.0,151.0,Concepción
1855,Isidora,González,55.0,Araucanía,,Regular,12.0,36.0,136.0,226.0,Pucón
1856,Benjamín,Muñoz,67.0,Metropolitana,349772.0,Regular,73.0,16.0,95.0,274.0,Santiago
1857,Emilia,Martínez,80.0,Metropolitana,313323.0,Bueno,90.0,5.0,165.0,243.0,Maipú
1858,,Pérez,80.0,O'Higgins,598141.0,Bueno,,2.0,115.0,74.0,San Fernando
1859,Mateo,Soto,79.0,Valparaíso,436249.0,Bueno,64.0,49.0,120.0,137.0,Quilpué
1860,Valentina,González,24.0,O'Higgins,980843.0,,97.0,48.0,35.0,107.0,Pichilemu
1861,Emilia,Muñoz,44.0,Maule,356253.0,Bueno,1.0,10.0,93.0,58.0,Curicó
1862,Benjamín,Contreras,31.0,Maule,613895.0,Bueno,15.0,4.0,9.0,,
1863,Sofía,Muñoz,22.0,Maule,311651.0,Bueno,,30.0,51.0,27.0,Curicó
1864,Agustín,Sepúlveda,72.0,Metropolitana,990594.0,Malo,8.0,34.0,41.0,23.0,Puente Alto
1865,Martina,Silva,19.0,Valparaíso,445111.0,Bueno,26.0,36.0,74.0,284.0,Viña del Mar
1866,Sebastián,Muñoz,79.0,Metropolitana,,Malo,38.0,,94.0,78.0,Santiago
1867,Benjamín,Martínez,38.0,,126721.0,Bueno,70.0,12.0,45.0,88.0,Valparaíso
1868,Valentina,Silva,38.0,O'Higgins,733024.0,Bueno,13.0,11.0,11.0,206.0,San Fernando
1869,Martina,Díaz,27.0,Metropolitana,269210.0,Bueno,60.0,3.0,69.0,58.0,Puente Alto
1870,Sebastián,Muñoz,75.0,Biobío,448613.0,Bueno,,7.0,,113.0,Concepción
1871,Sebastián,Díaz,,O'Higgins,883133.0,Regular,44.0,32.0,27.0,22.0,Rancagua
1872,Emilia,Sepúlveda,22.0,Araucanía,970552.0,Malo,9.0,24.0,161.0,183.0,Villarrica
1873,Agustín,Pérez,82.0,Araucanía,424572.0,Bueno,49.0,35.0,83.0,123.0,Temuco
1874,Emilia,Silva,30.0,Metropolitana,,Malo,41.0,31.0,69.0,67.0,Santiago
1875,Martina,Muñoz,70.0,Valparaíso,53348.0,Bueno,37.0,35.0,,200.0,Quilpué
1876,Sofía,Soto,62.0,Valparaíso,847574.0,Malo,81.0,26.0,79.0,69.0,Quilpué
1877,Isidora,Martínez,49.0,Maule,629510.0,Bueno,51.0,47.0,111.0,206.0,Talca
1878,,Soto,53.0,Maule,488706.0,Malo,27.0,33.0,65.0,145.0,Curicó
1879,Agustín,Contreras,77.0,Metropolitana,889963.0,Regular,81.0,35.0,112.0,295.0,Santiago
1880,,Contreras,28.0,Valparaíso,845337.0,Bueno,52.0,44.0,199.0,28.0,Quilpué
1881,,,,Biobío,296945.0,Bueno,97.0,30.0,82.0,8.0,Chillán
1882,Martín,Díaz,38.0,,791488.0,Bueno,49.0,11.0,112.0,56.0,Villarrica
1883,Benjamín,,69.0,O'Higgins,,Bueno,82.0,21.0,36.0,269.0,Pichilemu
1884,Mateo,Silva,,Valparaíso,822763.0,Regular,0.0,36.0,137.0,289.0,Quilpué
1885,Agustín,Sepúlveda,43.0,Maule,675455.0,Regular,25.0,46.0,2.0,221.0,Talca
1886,Valentina,Soto,51.0,Metropolitana,87866.0,Regular,2.0,23.0,,250.0,Puente Alto
1887,Emilia,Pérez,69.0,Valparaíso,683080.0,Bueno,54.0,11.0,73.0,34.0,Viña del Mar
1888,Agustín,Rojas,,Valparaíso,580519.0,,47.0,15.0,150.0,104.0,Viña del Mar
1889,Sofía,Sepúlveda,46.0,Metropolitana,594550.0,Bueno,,21.0,145.0,210.0,Santiago
1890,Isidora,Díaz,,Biobío,290863.0,Regular,,36.0,176.0,128.0,Concepción
1891,Isidora,,59.0,Araucanía,266497.0,Bueno,83.0,,193.0,101.0,Pucón
1892,Sebastián,Silva,38.0,,762535.0,Bueno,7.0,2.0,38.0,,Talcahuano
1893,Mateo,Contreras,59.0,Biobío,,Bueno,84.0,49.0,190.0,14.0,Chillán
1894,Martín,,,Maule,446262.0,Bueno,55.0,17.0,48.0,63.0,Curicó
1895,Martín,Sepúlveda,81.0,Araucanía,694788.0,,9.0,12.0,123.0,196.0,Villarrica
1896,Isidora,Contreras,,Biobío,79616.0,Bueno,3.0,,32.0,39.0,
1897,,Contreras,26.0,Valparaíso,594548.0,Malo,79.0,46.0,4.0,46.0,Valparaíso
1898,Isidora,Muñoz,58.0,Valparaíso,589376.0,Bueno,31.0,21.0,63.0,,Quilpué
1899,Martina,González,18.0,Maule,684228.0,Regular,94.0,40.0,44.0,49.0,Linares
1900,Isidora,Soto,19.0,Araucanía,369928.0,Bueno,98.0,13.0,68.0,67.0,Pucón
1901,,Silva,77.0,O'Higgins,448979.0,Regular,80.0,26.0,55.0,22.0,Pichilemu
1902,Agustín,González,65.0,Metropolitana,329969.0,Bueno,76.0,27.0,23.0,191.0,Santiago
1903,Sofía,Contreras,46.0,Valparaíso,808168.0,Regular,,11.0,41.0,234.0,Valparaíso
1904,,Díaz,27.0,Metropolitana,,Regular,19.0,28.0,,174.0,Maipú
1905,Sofía,Contreras,75.0,O'Higgins,962953.0,Bueno,15.0,28.0,106.0,76.0,Pichilemu
1906,Emilia,Soto,77.0,Maule,,Malo,40.0,28.0,165.0,211.0,Talca
1907,Mateo,González,38.0,Valparaíso,886906.0,,94.0,20.0,114.0,155.0,Viña del Mar
1908,Isidora,Martínez,45.0,Valparaíso,426231.0,Regular,3.0,31.0,64.0,41.0,
1909,Agustín,Contreras,,O'Higgins,332279.0,Bueno,82.0,17.0,169.0,55.0,Pichilemu
1910,Martín,Muñoz,25.0,Biobío,,,41.0,19.0,,14.0,Concepción
1911,Martín,Sepúlveda,76.0,Maule,98873.0,Regular,3.0,2.0,165.0,10.0,Linares
1912,Agustín,Contreras,66.0,Maule,,Bueno,17.0,47.0,123.0,50.0,
1913,Martina,Sepúlveda,34.0,Biobío,299346.0,,98.0,35.0,40.0,207.0,
1914,,Muñoz,77.0,Maule,959774.0,Regular,81.0,36.0,41.0,92.0,Talca
1915,,Soto,62.0,,633068.0,Regular,82.0,39.0,11.0,120.0,Talcahuano
1916,Martina,Sepúlveda,,,554193.0,Malo,54.0,35.0,177.0,226.0,Pichilemu
1917,Benjamín,Contreras,61.0,Biobío,705356.0,Bueno,3.0,43.0,,38.0,Talcahuano
1918,Martín,Sepúlveda,82.0,Biobío,417474.0,Bueno,81.0,1.0,186.0,162.0,Talcahuano
1919,Martín,Muñoz,25.0,Araucanía,758073.0,,,,45.0,,
1920,Valentina,Pérez,60.0,Valparaíso,393230.0,Bueno,,20.0,9.0,251.0,
1921,Valentina,Rojas,18.0,Valparaíso,826363.0,Bueno,74.0,43.0,98.0,106.0,Quilpué
1922,Sofía,Sepúlveda,68.0,,267295.0,Bueno,4.0,14.0,63.0,116.0,Quilpué
1923,Sofía,Rojas,41.0,Araucanía,277546.0,Bueno,22.0,37.0,82.0,148.0,Temuco
1924,Martín,Sepúlveda,41.0,O'Higgins,,Bueno,83.0,13.0,92.0,169.0,San Fernando
1925,Sofía,Martínez,34.0,Valparaíso,,Bueno,49.0,49.0,158.0,185.0,Viña del Mar
1926,Sofía,González,22.0,O'Higgins,648115.0,,3.0,42.0,143.0,40.0,Pichilemu
1927,Isidora,Muñoz,37.0,Biobío,364290.0,Bueno,95.0,23.0,,,Talcahuano
1928,Sofía,Rojas,38.0,O'Higgins,230550.0,Bueno,61.0,44.0,45.0,150.0,San Fernando
1929,Emilia,Sepúlveda,75.0,Metropolitana,469808.0,,39.0,30.0,8.0,4.0,Santiago
1930,Emilia,Silva,48.0,Metropolitana,560956.0,Bueno,90.0,6.0,,90.0,Puente Alto
1931,Martina,Díaz,28.0,Valparaíso,,Malo,13.0,,74.0,165.0,Quilpué
1932,Martina,Díaz,69.0,O'Higgins,556718.0,Bueno,97.0,25.0,66.0,246.0,Rancagua
1933,Martín,,,Maule,319256.0,Regular,25.0,10.0,147.0,79.0,Curicó
1934,Sebastián,Soto,24.0,,392451.0,Bueno,56.0,4.0,,13.0,Quilpué
1935,Isidora,Martínez,45.0,Araucanía,279318.0,Regular,81.0,,73.0,203.0,Pucón
1936,Isidora,Martínez,68.0,Maule,931410.0,Bueno,26.0,19.0,91.0,1.0,Talca
1937,Sofía,Soto,75.0,Metropolitana,683336.0,Bueno,29.0,44.0,197.0,296.0,Puente Alto
1938,Sofía,Martínez,22.0,Biobío,262460.0,Regular,59.0,37.0,154.0,42.0,Talcahuano
1939,Isidora,González,22.0,,645031.0,Bueno,7.0,1.0,172.0,,Viña del Mar
1940,Sebastián,Martínez,25.0,O'Higgins,848572.0,Regular,,40.0,164.0,46.0,Rancagua
1941,Benjamín,Contreras,81.0,O'Higgins,401630.0,Bueno,30.0,11.0,57.0,138.0,Rancagua
1942,Martina,González,27.0,Valparaíso,829957.0,Regular,95.0,20.0,34.0,188.0,Valparaíso
1943,Mateo,González,,Valparaíso,,Malo,28.0,17.0,188.0,290.0,Valparaíso
1944,,Silva,25.0,Maule,822781.0,Malo,94.0,0.0,12.0,70.0,Linares
1945,Mateo,Martínez,42.0,O'Higgins,540294.0,Bueno,11.0,42.0,113.0,150.0,
1946,Agustín,González,83.0,Araucanía,222974.0,Bueno,40.0,35.0,67.0,76.0,Temuco
1947,Martín,Pérez,67.0,,407141.0,Malo,64.0,23.0,144.0,40.0,Chillán
1948,Martín,Rojas,84.0,Biobío,987992.0,,26.0,19.0,50.0,238.0,Chillán
1949,Isidora,González,66.0,Valparaíso,783556.0,Bueno,74.0,47.0,152.0,,Valparaíso
1950,Agustín,Rojas,53.0,Biobío,575086.0,Bueno,99.0,43.0,88.0,84.0,
1951,Mateo,Muñoz,58.0,,115163.0,Bueno,94.0,49.0,102.0,16.0,Talcahuano
1952,Mateo,Sepúlveda,79.0,Valparaíso,417811.0,Malo,97.0,,153.0,5.0,Valparaíso
1953,Agustín,Muñoz,27.0,Valparaíso,263051.0,Bueno,,31.0,126.0,168.0,Viña del Mar
1954,Mateo,Díaz,38.0,O'Higgins,71001.0,Bueno,60.0,14.0,141.0,224.0,
1955,Valentina,Silva,53.0,Araucanía,542204.0,,85.0,3.0,,,Temuco
1956,Sebastián,Martínez,29.0,O'Higgins,889185.0,Malo,87.0,42.0,,214.0,Rancagua
1957,Emilia,Díaz,19.0,Valparaíso,675599.0,Regular,48.0,21.0,49.0,239.0,Quilpué
1958,Agustín,Rojas,30.0,Valparaíso,249680.0,Bueno,1.0,43.0,55.0,142.0,Viña del Mar
1959,Martina,Pérez,70.0,Araucanía,573584.0,,76.0,22.0,161.0,138.0,
1960,Isidora,Muñoz,49.0,Araucanía,943234.0,Malo,,2.0,11.0,47.0,Villarrica
1961,Emilia,Muñoz,33.0,,722915.0,Regular,0.0,2.0,,200.0,Rancagua
1962,Isidora,Contreras,49.0,Biobío,689473.0,Bueno,4.0,34.0,183.0,64.0,Talcahuano
1963,Benjamín,Rojas,49.0,O'Higgins,968158.0,Regular,77.0,36.0,67.0,191.0,Pichilemu
1964,Agustín,Sepúlveda,,Valparaíso,798873.0,Bueno,77.0,49.0,186.0,236.0,Quilpué
1965,Emilia,Martínez,27.0,Maule,136623.0,Regular,21.0,21.0,168.0,,Curicó
1966,Agustín,Martínez,32.0,Valparaíso,347635.0,Bueno,71.0,40.0,165.0,,Quilpué
1967,Isidora,Sepúlveda,34.0,Biobío,965140.0,Bueno,88.0,14.0,21.0,67.0,Talcahuano
1968,Emilia,Díaz,57.0,O'Higgins,489705.0,Regular,25.0,12.0,5.0,,San Fernando
1969,Martín,Pérez,35.0,Metropolitana,111637.0,Bueno,44.0,1.0,171.0,188.0,Puente Alto
1970,Martina,Pérez,72.0,Araucanía,458604.0,Bueno,48.0,26.0,141.0,156.0,Villarrica
1971,Sebastián,Rojas,42.0,Valparaíso,696993.0,Bueno,41.0,11.0,75.0,158.0,Quilpué
1972,Sebastián,,76.0,Maule,,Bueno,,29.0,67.0,,Linares
1973,Emilia,Contreras,39.0,Maule,,Regular,98.0,16.0,14.0,,Linares
